ctname,rfgrp,popuni,stname,STABREV,state_deaths,county_name
"Nelson County, ND",9.2,2869,North Dakota,ND,375.0,Nelson County
"Nelson County, VA",18.4,14836,Virginia,VA,3466.0,Nelson County
"Nemaha County, KS",18.4,10149,Kansas,KS,962.0,Nemaha County
"Nemaha County, NE",13.799999999999999,6561,Nebraska,NE,636.0,Nemaha County
"Neosho County, KS",27.6,15710,Kansas,KS,962.0,Neosho County
"Neshoba County, MS",36.800000000000004,29059,Mississippi,MS,3124.0,Neshoba County
"Ness County, KS",13.799999999999999,2837,Kansas,KS,962.0,Ness County
"Nevada County, AR",18.4,8313,Arkansas,AR,1622.0,Nevada County
"Nevada County, CA",96.59999999999997,99364,California,CA,16663.0,Nevada County
"New Castle County, DE",607.2000000000015,546418,Delaware,DE,596.0,New Castle County
"New Hanover County, NC",211.59999999999982,225771,North Carolina,NC,2731.0,New Hanover County
"New Haven County, CT",878.6000000000029,838323,Connecticut,CT,4492.0,New Haven County
"New Kent County, VA",18.4,21944,Virginia,VA,3466.0,New Kent County
"New London County, CT",308.20000000000005,262313,Connecticut,CT,4492.0,New London County
"New Madrid County, MO",32.2,17251,Missouri,MO,2814.0,New Madrid County
"New York County, NY",1329.3999999999976,1588741,New York,NY,11847.0,New York County
"Newaygo County, MI",55.20000000000001,48688,Michigan,MI,6581.0,Newaygo County
"Newberry County, SC",41.400000000000006,37523,South Carolina,SC,3620.0,Newberry County
"Newport County, RI",110.39999999999995,81182,Rhode Island,RI,1124.0,Newport County
"Newport News city, VA",206.99999999999983,174219,Virginia,VA,3466.0,Newport News city
"Newton County, AR",13.799999999999999,7805,Arkansas,AR,1622.0,Newton County
"Newton County, GA",64.4,108384,Georgia,GA,6746.0,Newton County
"Newton County, IN",23.0,13971,Indiana,IN,4116.0,Newton County
"Newton County, MO",59.80000000000001,57877,Missouri,MO,2814.0,Newton County
"Newton County, MS",27.6,20876,Mississippi,MS,3124.0,Newton County
"Newton County, TX",23.0,13080,Texas,TX,17706.0,Newton County
"Nez Perce County, ID",50.60000000000001,39879,Idaho,ID,571.0,Nez Perce County
"Niagara County, NY",289.79999999999995,208434,New York,NY,11847.0,Niagara County
"Nicholas County, KY",13.799999999999999,7166,Kentucky,KY,1492.0,Nicholas County
"Nicholas County, WV",36.800000000000004,24833,West Virginia,WV,352.0,Nicholas County
"Nicollet County, MN",36.800000000000004,32187,Minnesota,MN,2289.0,Nicollet County
"Niobrara County, WY",9.2,2146,Wyoming,WY,59.0,Niobrara County
"Noble County, IN",50.60000000000001,47220,Indiana,IN,4116.0,Noble County
"Noble County, OH",18.4,11802,Ohio,OH,4890.0,Noble County
"Noble County, OK",23.0,11271,Oklahoma,OK,1418.0,Noble County
"Nobles County, MN",32.2,21868,Minnesota,MN,2289.0,Nobles County
"Nodaway County, MO",27.6,19018,Missouri,MO,2814.0,Nodaway County
"Nolan County, TX",27.6,14497,Texas,TX,17706.0,Nolan County
"Nome Census Area, AK",13.799999999999999,9892,Alaska,AK,55.0,Nome Census Area
"Norfolk County, MA",602.6000000000015,693862,Massachusetts,MA,8189.0,Norfolk County
"Norfolk city, VA",377.2000000000004,236307,Virginia,VA,3466.0,Norfolk city
"Norman County, MN",18.4,6475,Minnesota,MN,2289.0,Norman County
"North Slope Borough, AK",18.4,9839,Alaska,AK,55.0,North Slope Borough
"Northampton County, NC",27.6,19155,North Carolina,NC,2731.0,Northampton County
"Northampton County, PA",317.4000000000001,296907,Pennsylvania,PA,8865.0,Northampton County
"Northampton County, VA",23.0,11658,Virginia,VA,3466.0,Northampton County
"Northumberland County, PA",114.99999999999994,88429,Pennsylvania,PA,8865.0,Northumberland County
"Northumberland County, VA",23.0,12147,Virginia,VA,3466.0,Northumberland County
"Northwest Arctic Borough, AK",13.799999999999999,7625,Alaska,AK,55.0,Northwest Arctic Borough
"Norton County, KS",9.2,4697,Kansas,KS,962.0,Norton County
"Norton city, VA",9.2,3968,Virginia,VA,3466.0,Norton city
"Nottoway County, VA",23.0,13816,Virginia,VA,3466.0,Nottoway County
"Nowata County, OK",23.0,10170,Oklahoma,OK,1418.0,Nowata County
"Noxubee County, MS",18.4,10442,Mississippi,MS,3124.0,Noxubee County
"Nuckolls County, NE",13.799999999999999,4195,Nebraska,NE,636.0,Nuckolls County
"Nueces County, TX",381.8000000000004,358283,Texas,TX,17706.0,Nueces County
"Nye County, NV",50.60000000000001,44363,Nevada,NV,1625.0,Nye County
"O'Brien County, IA",23.0,13790,Iowa,IA,1638.0,O'Brien County
"Oakland County, MI",1559.399999999993,1253809,Michigan,MI,6581.0,Oakland County
"Obion County, TN",50.60000000000001,30102,Tennessee,TN,2959.0,Obion County
"Ocean County, NJ",584.2000000000014,599734,New Jersey,NJ,14511.0,Ocean County
"Oceana County, MI",41.400000000000006,26565,Michigan,MI,6581.0,Oceana County
"Ochiltree County, TX",18.4,9929,Texas,TX,17706.0,Ochiltree County
"Oconee County, GA",32.2,39225,Georgia,GA,6746.0,Oconee County
"Oconee County, SC",73.6,78052,South Carolina,SC,3620.0,Oconee County
"Oconto County, WI",55.20000000000001,37767,Wisconsin,WI,1675.0,Oconto County
"Ogemaw County, MI",36.800000000000004,20920,Michigan,MI,6581.0,Ogemaw County
"Oglala Lakota County, SD",18.4,14274,South Dakota,SD,376.0,Oglala Lakota County
"Ogle County, IL",55.20000000000001,50807,Illinois,IL,8459.0,Ogle County
"Oglethorpe County, GA",23.0,14997,Georgia,GA,6746.0,Oglethorpe County
"Ohio County, IN",13.799999999999999,5844,Indiana,IN,4116.0,Ohio County
"Ohio County, KY",36.800000000000004,24016,Kentucky,KY,1492.0,Ohio County
"Ohio County, WV",87.39999999999998,40092,West Virginia,WV,352.0,Ohio County
"Okaloosa County, FL",202.39999999999984,205259,Florida,FL,16059.0,Okaloosa County
"Okanogan County, WA",50.60000000000001,41950,Washington,WA,2056.0,Okanogan County
"Okeechobee County, FL",59.80000000000001,38874,Florida,FL,16059.0,Okeechobee County
"Okfuskee County, OK",23.0,11244,Oklahoma,OK,1418.0,Okfuskee County
"Oklahoma County, OK",1113.2000000000019,784898,Oklahoma,OK,1418.0,Oklahoma County
"Okmulgee County, OK",50.60000000000001,37432,Oklahoma,OK,1418.0,Okmulgee County
"Oktibbeha County, MS",41.400000000000006,45333,Mississippi,MS,3124.0,Oktibbeha County
"Oldham County, KY",69.0,62235,Kentucky,KY,1492.0,Oldham County
"Oldham County, TX",9.2,1883,Texas,TX,17706.0,Oldham County
"Oliver County, ND",9.2,1952,North Dakota,ND,375.0,Oliver County
"Olmsted County, MN",156.3999999999999,155455,Minnesota,MN,2289.0,Olmsted County
"Oneida County, ID",9.2,4488,Idaho,ID,571.0,Oneida County
"Oneida County, NY",345.0000000000002,220556,New York,NY,11847.0,Oneida County
"Oneida County, WI",69.0,35181,Wisconsin,WI,1675.0,Oneida County
"Onondaga County, NY",648.6000000000017,450023,New York,NY,11847.0,Onondaga County
"Onslow County, NC",151.7999999999999,197363,North Carolina,NC,2731.0,Onslow County
"Ontario County, NY",119.59999999999994,107870,New York,NY,11847.0,Ontario County
"Ontonagon County, MI",23.0,5789,Michigan,MI,6581.0,Ontonagon County
"Orange County, CA",2686.399999999971,3163373,California,CA,16663.0,Orange County
"Orange County, FL",956.8000000000033,1359221,Florida,FL,16059.0,Orange County
"Orange County, IN",32.2,19410,Indiana,IN,4116.0,Orange County
"Orange County, NC",133.39999999999992,138511,North Carolina,NC,2731.0,Orange County
"Orange County, NY",368.00000000000034,378844,New York,NY,11847.0,Orange County
"Orange County, TX",101.19999999999996,83410,Texas,TX,17706.0,Orange County
"Orange County, VA",27.6,36265,Virginia,VA,3466.0,Orange County
"Orange County, VT",50.60000000000001,28485,Vermont,VT,62.0,Orange County
"Orangeburg County, SC",96.59999999999997,84474,South Carolina,SC,3620.0,Orangeburg County
"Oregon County, MO",18.4,10529,Missouri,MO,2814.0,Oregon County
"Orleans County, NY",55.20000000000001,38569,New York,NY,11847.0,Orleans County
"Orleans County, VT",50.60000000000001,26458,Vermont,VT,62.0,Orleans County
"Orleans Parish, LA",818.8000000000026,381814,Louisiana,LA,5194.0,Orleans Parish
"Osage County, KS",27.6,15924,Kansas,KS,962.0,Osage County
"Osage County, MO",23.0,13470,Missouri,MO,2814.0,Osage County
"Osage County, OK",55.20000000000001,45718,Oklahoma,OK,1418.0,Osage County
"Osborne County, KS",9.2,3470,Kansas,KS,962.0,Osborne County
"Osceola County, FL",193.19999999999985,366211,Florida,FL,16059.0,Osceola County
"Osceola County, IA",13.799999999999999,6036,Iowa,IA,1638.0,Osceola County
"Osceola County, MI",32.2,23134,Michigan,MI,6581.0,Osceola County
"Oscoda County, MI",27.6,8276,Michigan,MI,6581.0,Oscoda County
"Oswego County, NY",142.5999999999999,113918,New York,NY,11847.0,Oswego County
"Otero County, CO",36.800000000000004,18062,Colorado,CO,2094.0,Otero County
"Otero County, NM",78.19999999999999,65506,New Mexico,NM,854.0,Otero County
"Otoe County, NE",27.6,15974,Nebraska,NE,636.0,Otoe County
"Otsego County, MI",32.2,24548,Michigan,MI,6581.0,Otsego County
"Otsego County, NY",82.79999999999998,55492,New York,NY,11847.0,Otsego County
"Ottawa County, KS",13.799999999999999,5762,Kansas,KS,962.0,Ottawa County
"Ottawa County, MI",252.99999999999977,283434,Michigan,MI,6581.0,Ottawa County
"Ottawa County, OH",64.4,40694,Ohio,OH,4890.0,Ottawa County
"Ottawa County, OK",46.00000000000001,30515,Oklahoma,OK,1418.0,Ottawa County
"Otter Tail County, MN",82.79999999999998,58645,Minnesota,MN,2289.0,Otter Tail County
"Ouachita County, AR",32.2,23537,Arkansas,AR,1622.0,Ouachita County
"Ouachita Parish, LA",188.59999999999985,150374,Louisiana,LA,5194.0,Ouachita Parish
"Ouray County, CO",9.2,4833,Colorado,CO,2094.0,Ouray County
"Outagamie County, WI",188.59999999999985,185629,Wisconsin,WI,1675.0,Outagamie County
"Overton County, TN",36.800000000000004,21926,Tennessee,TN,2959.0,Overton County
"Owen County, IN",27.6,20783,Indiana,IN,4116.0,Owen County
"Owen County, KY",18.4,10880,Kentucky,KY,1492.0,Owen County
"Owsley County, KY",13.799999999999999,4472,Kentucky,KY,1492.0,Owsley County
"Owyhee County, ID",18.4,11614,Idaho,ID,571.0,Owyhee County
"Oxford County, ME",82.79999999999998,57459,Maine,ME,168.0,Oxford County
"Ozark County, MO",13.799999999999999,9017,Missouri,MO,2814.0,Ozark County
"Ozaukee County, WI",91.99999999999997,87707,Wisconsin,WI,1675.0,Ozaukee County
"Pacific County, WA",41.400000000000006,21927,Washington,WA,2056.0,Pacific County
"Page County, IA",32.2,13960,Iowa,IA,1638.0,Page County
"Page County, VA",27.6,23858,Virginia,VA,3466.0,Page County
"Palm Beach County, FL",1559.399999999993,1473778,Florida,FL,16059.0,Palm Beach County
"Palo Alto County, IA",23.0,8832,Iowa,IA,1638.0,Palo Alto County
"Palo Pinto County, TX",46.00000000000001,28778,Texas,TX,17706.0,Palo Pinto County
"Pamlico County, NC",27.6,12051,North Carolina,NC,2731.0,Pamlico County
"Panola County, MS",32.2,34092,Mississippi,MS,3124.0,Panola County
"Panola County, TX",32.2,22909,Texas,TX,17706.0,Panola County
"Park County, CO",27.6,18470,Colorado,CO,2094.0,Park County
"Park County, MT",32.2,16722,Montana,MT,252.0,Park County
"Park County, WY",27.6,28874,Wyoming,WY,59.0,Park County
"Parke County, IN",23.0,15653,Indiana,IN,4116.0,Parke County
"Parker County, TX",91.99999999999997,137751,Texas,TX,17706.0,Parker County
"Parmer County, TX",13.799999999999999,9838,Texas,TX,17706.0,Parmer County
"Pasco County, FL",621.0000000000016,536425,Florida,FL,16059.0,Pasco County
"Pasquotank County, NC",50.60000000000001,38023,North Carolina,NC,2731.0,Pasquotank County
"Passaic County, NJ",464.6000000000008,496862,New Jersey,NJ,14511.0,Passaic County
"Patrick County, VA",23.0,17550,Virginia,VA,3466.0,Patrick County
"Paulding County, GA",91.99999999999997,163759,Georgia,GA,6746.0,Paulding County
"Paulding County, OH",27.6,18760,Ohio,OH,4890.0,Paulding County
"Pawnee County, KS",13.799999999999999,5973,Kansas,KS,962.0,Pawnee County
"Pawnee County, NE",9.2,2632,Nebraska,NE,636.0,Pawnee County
"Pawnee County, OK",27.6,16348,Oklahoma,OK,1418.0,Pawnee County
"Payette County, ID",23.0,23496,Idaho,ID,571.0,Payette County
"Payne County, OK",82.79999999999998,74611,Oklahoma,OK,1418.0,Payne County
"Peach County, GA",32.2,26100,Georgia,GA,6746.0,Peach County
"Pearl River County, MS",46.00000000000001,54290,Mississippi,MS,3124.0,Pearl River County
"Pecos County, TX",23.0,13666,Texas,TX,17706.0,Pecos County
"Pembina County, ND",27.6,6940,North Dakota,ND,375.0,Pembina County
"Pemiscot County, MO",32.2,16240,Missouri,MO,2814.0,Pemiscot County
"Pend Oreille County, WA",27.6,13577,Washington,WA,2056.0,Pend Oreille County
"Pender County, NC",78.19999999999999,61347,North Carolina,NC,2731.0,Pender County
"Pendleton County, KY",18.4,14529,Kentucky,KY,1492.0,Pendleton County
"Pendleton County, WV",18.4,6997,West Virginia,WV,352.0,Pendleton County
"Pennington County, MN",27.6,14092,Minnesota,MN,2289.0,Pennington County
"Pennington County, SD",110.39999999999995,110191,South Dakota,SD,376.0,Pennington County
"Penobscot County, ME",216.19999999999982,146348,Maine,ME,168.0,Penobscot County
"Peoria County, IL",225.3999999999998,177957,Illinois,IL,8459.0,Peoria County
"Pepin County, WI",13.799999999999999,7267,Wisconsin,WI,1675.0,Pepin County
"Perkins County, NE",9.2,2929,Nebraska,NE,636.0,Perkins County
"Perkins County, SD",9.2,2922,South Dakota,SD,376.0,Perkins County
"Perquimans County, NC",18.4,13412,North Carolina,NC,2731.0,Perquimans County
"Perry County, AL",18.4,8492,Alabama,AL,3770.0,Perry County
"Perry County, AR",18.4,10340,Arkansas,AR,1622.0,Perry County
"Perry County, IL",32.2,18878,Illinois,IL,8459.0,Perry County
"Perry County, IN",27.6,17769,Indiana,IN,4116.0,Perry County
"Perry County, KY",41.400000000000006,25903,Kentucky,KY,1492.0,Perry County
"Perry County, MO",27.6,19121,Missouri,MO,2814.0,Perry County
"Perry County, MS",18.4,11931,Mississippi,MS,3124.0,Perry County
"Perry County, OH",32.2,36033,Ohio,OH,4890.0,Perry County
"Perry County, PA",50.60000000000001,45921,Pennsylvania,PA,8865.0,Perry County
"Perry County, TN",13.799999999999999,8025,Tennessee,TN,2959.0,Perry County
"Pershing County, NV",9.2,4884,Nevada,NV,1625.0,Pershing County
"Person County, NC",36.800000000000004,39430,North Carolina,NC,2731.0,Person County
"Petersburg Borough, AK",9.2,3221,Alaska,AK,55.0,Petersburg Borough
"Petersburg city, VA",55.20000000000001,31558,Virginia,VA,3466.0,Petersburg city
"Petroleum County, MT",9.2,513,Montana,MT,252.0,Petroleum County
"Pettis County, MO",55.20000000000001,42285,Missouri,MO,2814.0,Pettis County
"Phelps County, MO",50.60000000000001,42331,Missouri,MO,2814.0,Phelps County
"Phelps County, NE",18.4,8948,Nebraska,NE,636.0,Phelps County
"Philadelphia County, PA",1770.9999999999889,1548552,Pennsylvania,PA,8865.0,Philadelphia County
"Phillips County, AR",32.2,17964,Arkansas,AR,1622.0,Phillips County
"Phillips County, CO",13.799999999999999,4286,Colorado,CO,2094.0,Phillips County
"Phillips County, KS",18.4,5306,Kansas,KS,962.0,Phillips County
"Phillips County, MT",9.2,4074,Montana,MT,252.0,Phillips County
"Piatt County, IL",23.0,16396,Illinois,IL,8459.0,Piatt County
"Pickaway County, OH",64.4,53815,Ohio,OH,4890.0,Pickaway County
"Pickens County, AL",27.6,18326,Alabama,AL,3770.0,Pickens County
"Pickens County, GA",32.2,31886,Georgia,GA,6746.0,Pickens County
"Pickens County, SC",133.39999999999992,118401,South Carolina,SC,3620.0,Pickens County
"Pickett County, TN",9.2,5073,Tennessee,TN,2959.0,Pickett County
"Pierce County, GA",23.0,19341,Georgia,GA,6746.0,Pierce County
"Pierce County, ND",13.799999999999999,3951,North Dakota,ND,375.0,Pierce County
"Pierce County, NE",13.799999999999999,7130,Nebraska,NE,636.0,Pierce County
"Pierce County, WA",795.8000000000025,884618,Washington,WA,2056.0,Pierce County
"Pierce County, WI",41.400000000000006,40079,Wisconsin,WI,1675.0,Pierce County
"Pike County, AL",41.400000000000006,31319,Alabama,AL,3770.0,Pike County
"Pike County, AR",18.4,10583,Arkansas,AR,1622.0,Pike County
"Pike County, GA",23.0,18465,Georgia,GA,6746.0,Pike County
"Pike County, IL",27.6,15325,Illinois,IL,8459.0,Pike County
"Pike County, IN",23.0,12337,Indiana,IN,4116.0,Pike County
"Pike County, KY",91.99999999999997,57470,Kentucky,KY,1492.0,Pike County
"Pike County, MO",27.6,16331,Missouri,MO,2814.0,Pike County
"Pike County, MS",41.400000000000006,39028,Mississippi,MS,3124.0,Pike County
"Pike County, OH",32.2,28016,Ohio,OH,4890.0,Pike County
"Pike County, PA",87.39999999999998,55589,Pennsylvania,PA,8865.0,Pike County
"Pima County, AZ",1113.2000000000019,1022239,Arizona,AZ,5227.0,Pima County
"Pinal County, AZ",349.60000000000025,423124,Arizona,AZ,5227.0,Pinal County
"Pine County, MN",41.400000000000006,28024,Minnesota,MN,2289.0,Pine County
"Pinellas County, FL",1136.2000000000014,969272,Florida,FL,16059.0,Pinellas County
"Pipestone County, MN",27.6,9039,Minnesota,MN,2289.0,Pipestone County
"Piscataquis County, ME",41.400000000000006,16708,Maine,ME,168.0,Piscataquis County
"Pitkin County, CO",23.0,17929,Colorado,CO,2094.0,Pitkin County
"Pitt County, NC",151.7999999999999,174417,North Carolina,NC,2731.0,Pitt County
"Pittsburg County, OK",64.4,42018,Oklahoma,OK,1418.0,Pittsburg County
"Pittsylvania County, VA",78.19999999999999,60065,Virginia,VA,3466.0,Pittsylvania County
"Piute County, UT",9.2,1408,Utah,UT,582.0,Piute County
"Placer County, CA",395.6000000000005,391895,California,CA,16663.0,Placer County
"Plaquemines Parish, LA",46.00000000000001,23357,Louisiana,LA,5194.0,Plaquemines Parish
"Platte County, MO",96.59999999999997,102577,Missouri,MO,2814.0,Platte County
"Platte County, NE",36.800000000000004,33167,Nebraska,NE,636.0,Platte County
"Platte County, WY",13.799999999999999,8506,Wyoming,WY,59.0,Platte County
"Pleasants County, WV",13.799999999999999,6874,West Virginia,WV,352.0,Pleasants County
"Plumas County, CA",36.800000000000004,18636,California,CA,16663.0,Plumas County
"Plymouth County, IA",32.2,25095,Iowa,IA,1638.0,Plymouth County
"Plymouth County, MA",469.20000000000084,511900,Massachusetts,MA,8189.0,Plymouth County
"Pocahontas County, IA",18.4,6735,Iowa,IA,1638.0,Pocahontas County
"Pocahontas County, WV",23.0,8168,West Virginia,WV,352.0,Pocahontas County
"Poinsett County, AR",36.800000000000004,23887,Arkansas,AR,1622.0,Poinsett County
"Pointe Coupee Parish, LA",32.2,21940,Louisiana,LA,5194.0,Pointe Coupee Parish
"Polk County, AR",32.2,20028,Arkansas,AR,1622.0,Polk County
"Polk County, FL",713.000000000002,697950,Florida,FL,16059.0,Polk County
"Polk County, GA",36.800000000000004,42102,Georgia,GA,6746.0,Polk County
"Polk County, IA",455.4000000000008,482070,Iowa,IA,1638.0,Polk County
"Polk County, MN",50.60000000000001,30901,Minnesota,MN,2289.0,Polk County
"Polk County, MO",23.0,31146,Missouri,MO,2814.0,Polk County
